identity_id,image_path,l2_dist,asr,ssim,psnr
Steve_Nash,results/phase2/robustness/jpeg50_facenet/Steve_Nash_0002_facenet_cloaked.png,1.551014,1,0.919156,34.3937
Steve_Nash,results/phase2/robustness/jpeg50_facenet/Steve_Nash_0003_facenet_cloaked.png,1.675011,1,0.911471,34.6115
Steven_Spielberg,results/phase2/robustness/jpeg50_facenet/Steven_Spielberg_0002_facenet_cloaked.png,1.509109,1,0.903055,34.3307
Steven_Spielberg,results/phase2/robustness/jpeg50_facenet/Steven_Spielberg_0005_facenet_cloaked.png,1.655557,1,0.900231,34.5639
Tariq_Aziz,results/phase2/robustness/jpeg50_facenet/Tariq_Aziz_0003_facenet_cloaked.png,1.437274,1,0.912368,33.1034
Tim_Henman,results/phase2/robustness/jpeg50_facenet/Tim_Henman_0004_facenet_cloaked.png,1.740901,1,0.897763,34.7713
Tim_Henman,results/phase2/robustness/jpeg50_facenet/Tim_Henman_0017_facenet_cloaked.png,1.724680,1,0.918202,36.3828
Tom_Hanks,results/phase2/robustness/jpeg50_facenet/Tom_Hanks_0006_facenet_cloaked.png,1.815707,1,0.900248,35.2126
Tommy_Thompson,results/phase2/robustness/jpeg50_facenet/Tommy_Thompson_0004_facenet_cloaked.png,1.622132,1,0.901843,33.6690
Tony_Stewart,results/phase2/robustness/jpeg50_facenet/Tony_Stewart_0006_facenet_cloaked.png,1.784174,1,0.888618,33.5075
Vaclav_Havel,results/phase2/robustness/jpeg50_facenet/Vaclav_Havel_0001_facenet_cloaked.png,1.490862,1,0.895831,33.8931
Venus_Williams,results/phase2/robustness/jpeg50_facenet/Venus_Williams_0001_facenet_cloaked.png,1.686526,1,0.901589,34.9241
Venus_Williams,results/phase2/robustness/jpeg50_facenet/Venus_Williams_0005_facenet_cloaked.png,1.650558,1,0.889338,34.0344
Venus_Williams,results/phase2/robustness/jpeg50_facenet/Venus_Williams_0008_facenet_cloaked.png,1.502137,1,0.891692,34.1684
Vicente_Fox,results/phase2/robustness/jpeg50_facenet/Vicente_Fox_0004_facenet_cloaked.png,1.392840,1,0.905711,33.8114
